War,Start Date,End Date,Participant,Location,Casualties,Cause,Effect
Hundred Hour War,1967-07-14T00:00:00Z,1969-07-18T00:00:00Z,Honduras,Honduras,,,
Hundred Hour War,1967-07-14T00:00:00Z,1969-07-18T00:00:00Z,Honduras,El Salvador,,,
Anglo-Nepalese War,1814-01-01T00:00:00Z,1816-01-01T00:00:00Z,East India Company,Kingdom of Nepal,,,
Anglo-Nepalese War,1814-01-01T00:00:00Z,1816-01-01T00:00:00Z,Patiala State,Kingdom of Nepal,,,
Anglo-Nepalese War,1814-01-01T00:00:00Z,1816-01-01T00:00:00Z,Kingdom of Nepal,Kingdom of Nepal,,,
Anglo-Nepalese War,1814-01-01T00:00:00Z,1816-01-01T00:00:00Z,Garhwal Kingdom,Kingdom of Nepal,,,
Anglo-Nepalese War,1814-01-01T00:00:00Z,1816-01-01T00:00:00Z,Kingdom of Sikkim,Kingdom of Nepal,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Sweden,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Denmark,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Crusades,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Livonian Order,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Livonian Brothers of the Sword,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Estonians,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Semigallians,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Livonians,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Curonians,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Selonians,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Latgalians,Estonia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Sweden,Latvia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Denmark,Latvia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Crusades,Latvia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Livonian Order,Latvia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Livonian Brothers of the Sword,Latvia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Estonians,Latvia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Semigallians,Latvia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Livonians,Latvia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Curonians,Latvia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Selonians,Latvia,,,
Livonian Crusade,1198-07-31T00:00:00Z,,Latgalians,Latvia,,,
Gallic War,-0057-01-01T00:00:00Z,-0050-01-01T00:00:00Z,Germanic peoples,Gaul,,,
Gallic War,-0057-01-01T00:00:00Z,-0050-01-01T00:00:00Z,Iberians,Gaul,,,
Gallic War,-0057-01-01T00:00:00Z,-0050-01-01T00:00:00Z,Gauls,Gaul,,,
Gallic War,-0057-01-01T00:00:00Z,-0050-01-01T00:00:00Z,Belgae,Gaul,,,
Gallic War,-0057-01-01T00:00:00Z,-0050-01-01T00:00:00Z,Celtic Britons,Gaul,,,
Gallic War,-0057-01-01T00:00:00Z,-0050-01-01T00:00:00Z,Aquitani,Gaul,,,
Gallic War,-0057-01-01T00:00:00Z,-0050-01-01T00:00:00Z,Ancient Rome,Gaul,,,
Uganda–Tanzania War,1978-10-09T00:00:00Z,1979-06-03T00:00:00Z,Tanzania,Uganda,,,
Uganda–Tanzania War,1978-10-09T00:00:00Z,1979-06-03T00:00:00Z,Uganda,Uganda,,,
Uganda–Tanzania War,1978-10-09T00:00:00Z,1979-06-03T00:00:00Z,Palestine Liberation Organization,Uganda,,,
Uganda–Tanzania War,1978-10-09T00:00:00Z,1979-06-03T00:00:00Z,People's Republic of Mozambique,Uganda,,,
Uganda–Tanzania War,1978-10-09T00:00:00Z,1979-06-03T00:00:00Z,Uganda National Liberation Front,Uganda,,,
Uganda–Tanzania War,1978-10-09T00:00:00Z,1979-06-03T00:00:00Z,history of Libya under Muammar Gaddafi,Uganda,,,
Italo-Turkish War,1911-09-29T00:00:00Z,1912-10-18T00:00:00Z,Ottoman Empire,Vilayet of Tripolitania,,,
Italo-Turkish War,1911-09-29T00:00:00Z,1912-10-18T00:00:00Z,Senussi,Vilayet of Tripolitania,,,
Italo-Turkish War,1911-09-29T00:00:00Z,1912-10-18T00:00:00Z,Kingdom of Italy,Vilayet of Tripolitania,,,
Italo-Turkish War,1911-09-29T00:00:00Z,1912-10-18T00:00:00Z,Idrisid Emirate of Asir,Vilayet of Tripolitania,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,United States,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Malta,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Holy Roman Empire,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Ottoman Empire,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Kingdom of Prussia,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Russian Empire,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Kingdom of Portugal,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,French First Republic,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Denmark–Norway,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Kingdom of France,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Spanish Empire,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Kingdom of Thiruvithamkoor,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Kingdom of Great Britain,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Kingdom of Sardinia,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Dutch Republic,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Kingdom of Naples,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Knights Hospitaller,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Helvetic Republic,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Kingdom of Mysore,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Saint-Domingue,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Émigré armies of the French Revolutionary Wars,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,list of historic states of Italy,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Catholic and Royal Army,Europe,,,
French Revolutionary Wars,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,Newfoundland Colony,Europe,,,
Ionian Revolt,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z,Cyprus,Anatolia,,,
Ionian Revolt,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z,Athens,Anatolia,,,
Ionian Revolt,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z,Caria,Anatolia,,,
Ionian Revolt,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z,Aeolis,Anatolia,,,
Ionian Revolt,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z,Eretria,Anatolia,,,
Ionian Revolt,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z,Achaemenid Empire,Anatolia,,,
Ionian Revolt,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z,Ionia,Anatolia,,,
Ionian Revolt,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z,Doric hexapolis,Anatolia,,,
War of the Polish Succession,1733-10-10T00:00:00Z,1735-10-03T00:00:00Z,,Poland,,,
Philippine–American War,1899-02-04T00:00:00Z,1902-07-02T00:00:00Z,United States,United States Military Government of the Philippine Islands,,,
Philippine–American War,1899-02-04T00:00:00Z,1902-07-02T00:00:00Z,First Philippine Republic,United States Military Government of the Philippine Islands,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Canada,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Australia,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,British Empire,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,British Raj,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Louis Botha,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Orange Free State,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Paul Kruger,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Schalk Willem Burger,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Joseph Chamberlain,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,"Frederick Roberts, 1st Earl Roberts",South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,"Alfred Milner, 1st Viscount Milner",South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Koos de la Rey,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Piet Joubert,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Christiaan de Wet,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,South African Republic,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Piet Cronjé,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Redvers Buller,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,British Ceylon,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Martinus Theunis Steyn,South Africa,,,
Second Boer War,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,Colony of New Zealand,South Africa,,,
Third Punic War,-0148-01-01T00:00:00Z,-0145-01-01T00:00:00Z,Ancient Carthage,Tunisia,,,
Mexican-American War,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z,United States,Mexico,11733,,United States
Mexican-American War,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z,California Republic,Mexico,11733,,United States
Mexican-American War,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z,Second Federal Republic of Mexico,Mexico,11733,,United States
Mexican-American War,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z,United States,Mexico,11733,,Mexico
Mexican-American War,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z,California Republic,Mexico,11733,,Mexico
Mexican-American War,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z,Second Federal Republic of Mexico,Mexico,11733,,Mexico
Mexican-American War,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z,United States,Mexico,11733,,Texas
Mexican-American War,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z,California Republic,Mexico,11733,,Texas
Mexican-American War,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z,Second Federal Republic of Mexico,Mexico,11733,,Texas
War in the Vendée,1793-03-01T00:00:00Z,1793-12-01T00:00:00Z,French First Republic,Vendée,,,
War in the Vendée,1793-03-01T00:00:00Z,1793-12-01T00:00:00Z,Legitimism,Vendée,,,
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Canada,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,United States,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Belgium,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Luxembourg,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Greece,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Turkey,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Netherlands,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Ethiopia,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,France,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,United Kingdom,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,People's Republic of China,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,South Africa,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Australia,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,North Korea,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,New Zealand,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Colombia,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Thailand,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,South Korea,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Philippines,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Soviet Union,Sea of Japan,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Canada,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,United States,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Belgium,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Luxembourg,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Greece,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Turkey,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Netherlands,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Ethiopia,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,France,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,United Kingdom,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,People's Republic of China,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,South Africa,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Australia,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,North Korea,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,New Zealand,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Colombia,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Thailand,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,South Korea,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Philippines,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Soviet Union,Korea Strait,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Canada,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,United States,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Belgium,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Luxembourg,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Greece,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Turkey,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Netherlands,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Ethiopia,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,France,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,United Kingdom,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,People's Republic of China,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,South Africa,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Australia,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,North Korea,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,New Zealand,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Colombia,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Thailand,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,South Korea,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Philippines,Korean Peninsula,,Kim Il-sung,Second Cold War
Korean War,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,Soviet Union,Korean Peninsula,,Kim Il-sung,Second Cold War
Hundred Years' War,1337-06-01T00:00:00Z,1453-10-18T00:00:00Z,Kingdom of France,France,,,
Hundred Years' War,1337-06-01T00:00:00Z,1453-10-18T00:00:00Z,Kingdom of England,France,,,
Spanish–American War,1898-04-25T00:00:00Z,1898-08-11T00:00:00Z,United States,Caribbean Sea,,,Treaty of Paris (1898)
Spanish–American War,1898-04-25T00:00:00Z,1898-08-11T00:00:00Z,Spain under the Restoration,Caribbean Sea,,,Treaty of Paris (1898)
Spanish–American War,1898-04-25T00:00:00Z,1898-08-11T00:00:00Z,Republic of Cuba,Caribbean Sea,,,Treaty of Paris (1898)
Spanish–American War,1898-04-25T00:00:00Z,1898-08-11T00:00:00Z,Revolutionary Government of the Philippines,Caribbean Sea,,,Treaty of Paris (1898)
War of Devolution,1667-05-24T00:00:00Z,1668-05-02T00:00:00Z,Kingdom of France,Franche-Comté,,,
War of Devolution,1667-05-24T00:00:00Z,1668-05-02T00:00:00Z,Hispanic Monarchy,Franche-Comté,,,
War of Devolution,1667-05-24T00:00:00Z,1668-05-02T00:00:00Z,Kingdom of France,Dutch Republic,,,
War of Devolution,1667-05-24T00:00:00Z,1668-05-02T00:00:00Z,Hispanic Monarchy,Dutch Republic,,,
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,United States,North America,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Muscogee,North America,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Cherokee,North America,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,United Kingdom of Great Britain and Ireland,North America,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Shawnee,North America,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Ojibwe,North America,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Choctaw,North America,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Tecumseh's Confederacy,North America,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,The Canadas,North America,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,United States,Atlantic Ocean,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Muscogee,Atlantic Ocean,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Cherokee,Atlantic Ocean,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,United Kingdom of Great Britain and Ireland,Atlantic Ocean,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Shawnee,Atlantic Ocean,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Ojibwe,Atlantic Ocean,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Choctaw,Atlantic Ocean,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,Tecumseh's Confederacy,Atlantic Ocean,,,status quo ante bellum
War of 1812,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z,The Canadas,Atlantic Ocean,,,status quo ante bellum
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Ibn al-Khattab,Dagestan,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Yevgeny Rodionov,Dagestan,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Gennady Troshev,Dagestan,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Mujahideen in Chechnya,Dagestan,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Anatoly Kulikov,Dagestan,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Ibn al-Khattab,Chechnya,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Yevgeny Rodionov,Chechnya,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Gennady Troshev,Chechnya,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Mujahideen in Chechnya,Chechnya,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Anatoly Kulikov,Chechnya,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Ibn al-Khattab,Stavropol Krai,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Yevgeny Rodionov,Stavropol Krai,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Gennady Troshev,Stavropol Krai,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Mujahideen in Chechnya,Stavropol Krai,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Anatoly Kulikov,Stavropol Krai,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Ibn al-Khattab,Ingushetia,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Yevgeny Rodionov,Ingushetia,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Gennady Troshev,Ingushetia,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Mujahideen in Chechnya,Ingushetia,,,
First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z,Anatoly Kulikov,Ingushetia,,,
Anglo-Turkish War,1807-01-01T00:00:00Z,1809-01-01T00:00:00Z,British Empire,Dardanelles,,,
Anglo-Turkish War,1807-01-01T00:00:00Z,1809-01-01T00:00:00Z,Ottoman Empire,Dardanelles,,,
Burmese–Siamese War of 1765–1767,1765-08-23T00:00:00Z,1767-04-07T00:00:00Z,Ayutthaya Kingdom,Tanintharyi Region,,,
Burmese–Siamese War of 1765–1767,1765-08-23T00:00:00Z,1767-04-07T00:00:00Z,Konbaung dynasty,Tanintharyi Region,,,
Castille War,1578-04-26T00:00:00Z,1578-07-06T00:00:00Z,Spanish Empire,Sulu,,,
Castille War,1578-04-26T00:00:00Z,1578-07-06T00:00:00Z,Bruneian Sultanate,Sulu,,,
Castille War,1578-04-26T00:00:00Z,1578-07-06T00:00:00Z,Spanish Empire,Borneo,,,
Castille War,1578-04-26T00:00:00Z,1578-07-06T00:00:00Z,Bruneian Sultanate,Borneo,,,
